Id,bairro,tipo_vendedor,quartos,suites,vagas,area_util,area_extra,preco,tipo_casa,tipo_apartamento,tipo_quitinete,tipo_loft,amenities
2895,876340.6047529706,True,3,1,2,85,0,550000.0,False,True,False,False,2
2896,4235034.090452261,True,4,3,3,153,0,1100000.0,False,True,False,False,2
2897,448383.4,True,3,1,1,79,0,345000.0,False,True,False,False,0
2898,876340.6047529706,True,3,2,3,158,0,1100000.0,False,True,False,False,2
2899,599055.7475247525,True,3,1,1,93,0,210000.0,False,True,False,False,0
2900,4235034.090452261,True,4,2,3,155,0,1100000.0,False,True,False,False,2
2901,876340.6047529706,True,3,1,2,59,0,353000.0,False,True,False,False,2
2902,448228.3333333333,False,2,1,1,80,0,500000.0,False,True,False,False,2
2903,447179.76470588235,True,3,1,1,62,18,360000.0,False,True,False,False,2
2904,599055.7475247525,True,2,1,1,80,0,300000.0,False,True,False,False,0
2905,876340.6047529706,True,3,1,1,132,8,600000.0,False,True,False,False,0
2906,876340.6047529706,True,1,1,1,39,0,300000.0,False,True,False,False,1
2907,1917213.725,True,3,1,2,89,0,430000.0,False,True,False,False,1
2908,690600.0,True,3,1,2,79,0,500000.0,False,True,False,False,2
2909,575885.0574712644,True,3,1,0,66,0,529000.0,False,True,False,False,2
2910,583929.8409785932,True,3,1,1,54,0,356500.0,False,True,False,False,2
2911,4235034.090452261,True,3,1,2,105,0,595000.0,False,True,False,False,2
2912,506917.8622222222,True,2,1,1,50,0,339242.0,False,True,False,False,2
2913,894779.6666666666,True,4,3,2,136,0,1430000.0,False,True,False,False,1
2914,448228.3333333333,True,2,0,1,45,0,220000.0,False,True,False,False,0
2915,4235034.090452261,True,4,4,3,175,0,1200000.0,False,True,False,False,2
2916,599055.7475247525,True,2,1,1,62,0,360000.0,False,True,False,False,2
2917,876340.6047529706,True,3,1,1,121,38,480000.0,False,True,False,False,0
2918,583929.8409785932,True,3,1,2,91,0,745500.0,False,True,False,False,0
2919,876340.6047529706,True,4,2,2,137,0,1150000.0,False,True,False,False,0
2920,876340.6047529706,True,4,1,2,170,0,990000.0,False,True,False,False,2
2921,258360.0,True,3,0,2,82,0,255000.0,False,True,False,False,0
2922,876340.6047529706,True,3,1,2,90,30,390000.0,False,True,False,False,2
2923,1035568.0588235294,True,3,1,2,110,0,720000.0,False,True,False,False,0
2924,1233013.5357142857,True,4,4,3,204,0,1400000.0,False,True,False,False,0
2925,506908.225,True,6,0,0,400,0,1200000.0,False,True,False,False,1
2926,1233013.5357142857,True,2,0,0,58,0,336000.0,False,True,False,False,0
2927,352413.4482758621,True,3,0,2,84,0,450000.0,False,True,False,False,2
2928,876340.6047529706,True,3,1,1,84,0,300000.0,False,True,False,False,0
2929,506917.8622222222,True,2,1,1,69,0,350000.0,False,True,False,False,2
2930,894779.6666666666,True,8,0,6,447,0,2600000.0,True,False,False,False,0
2931,506917.8622222222,True,3,1,2,78,52,470000.0,False,True,False,False,2
2932,1263136.32,True,3,1,2,113,0,550000.0,False,True,False,False,0
2933,704205.2631578947,True,4,2,2,217,0,955000.0,False,True,False,False,1
2934,534571.1057692308,True,1,1,1,61,0,300000.0,False,True,False,False,2
2935,302850.0,True,3,1,2,139,0,458000.0,False,True,False,False,1
2936,4235034.090452261,True,4,3,3,185,0,1300000.0,False,True,False,False,2
2937,876340.6047529706,True,3,1,2,94,0,900000.0,False,True,False,False,2
2938,876340.6047529706,True,4,2,3,155,0,1600000.0,False,True,False,False,2
2939,876340.6047529706,True,4,4,4,260,0,2500000.0,False,True,False,False,2
2940,876340.6047529706,True,2,1,1,75,0,260000.0,False,True,False,False,0
2941,876340.6047529706,True,4,4,4,420,0,3540000.0,False,True,False,False,2
2942,583929.8409785932,True,2,0,1,70,0,335000.0,False,True,False,False,0
2943,571253.4155844155,True,1,0,10,400,800,3800000.0,True,False,False,False,0
2944,876340.6047529706,True,3,2,2,101,0,750000.0,False,True,False,False,2
2945,1917213.725,True,2,0,2,70,0,260000.0,False,True,False,False,2
2946,876340.6047529706,True,3,1,2,95,0,545000.0,False,True,False,False,2
2947,876340.6047529706,True,3,1,2,100,0,630000.0,False,True,False,False,2
2948,876340.6047529706,True,2,0,1,50,0,250000.0,False,True,False,False,2
2949,1917213.725,True,2,1,1,55,0,320000.0,False,True,False,False,2
2950,534571.1057692308,True,4,2,4,375,0,1550000.0,False,True,False,False,0
2951,447179.76470588235,True,2,1,1,56,0,399000.0,False,True,False,False,2
2952,599055.7475247525,True,4,2,2,114,0,900000.0,False,True,False,False,2
2953,876340.6047529706,True,3,1,2,106,0,635000.0,False,True,False,False,2
2954,448228.3333333333,True,3,0,1,75,0,190000.0,False,True,False,False,0
2955,506917.8622222222,True,3,1,1,160,40,550000.0,True,False,False,False,0
2956,876340.6047529706,True,2,0,1,54,0,270000.0,False,True,False,False,2
2957,365807.8947368421,True,2,1,2,60,0,260000.0,False,True,False,False,1
2958,447179.76470588235,True,2,1,1,56,0,330000.0,False,True,False,False,2
2959,1917213.725,True,4,4,3,203,0,1200000.0,False,True,False,False,2
2960,876340.6047529706,True,3,1,2,92,0,545000.0,False,True,False,False,2
2961,748617.8699186991,True,4,2,3,200,0,1600000.0,False,True,False,False,2
2962,876340.6047529706,True,3,1,2,89,0,395000.0,False,True,False,False,2
2963,876340.6047529706,True,2,2,2,100,0,1050000.0,False,True,False,False,2
2964,876340.6047529706,True,2,0,1,47,0,350000.0,False,True,False,False,2
2965,1043019.2307692308,True,3,2,2,135,0,950000.0,False,True,False,False,2
2966,876340.6047529706,True,3,1,1,63,36,380000.0,False,True,False,False,2
2967,876340.6047529706,True,4,3,2,149,0,990000.0,False,True,False,False,0
2968,534571.1057692308,True,2,0,1,48,0,470000.0,False,True,False,False,2
2969,329308.0022413793,True,3,1,1,74,0,320000.0,False,True,False,False,1
2970,876340.6047529706,True,3,3,1,142,0,870000.0,False,True,False,False,0
2971,876340.6047529706,True,4,2,2,143,0,1450000.0,False,True,False,False,1
2972,1233013.5357142857,True,3,1,1,68,0,490000.0,False,True,False,False,2
2973,4235034.090452261,True,3,1,2,105,40,740000.0,False,True,False,False,2
2974,1043019.2307692308,True,3,2,2,108,0,800000.0,False,True,False,False,2
2975,894779.6666666666,True,2,1,1,60,0,521000.0,False,True,False,False,2
2976,4235034.090452261,True,3,1,2,96,0,720000.0,False,True,False,False,2
2977,1917213.725,True,3,1,2,87,0,650000.0,False,True,False,False,2
2978,352413.4482758621,True,3,1,1,78,43,230000.0,False,True,False,False,2
2979,876340.6047529706,True,2,1,1,53,0,265000.0,False,True,False,False,1
2980,876340.6047529706,True,2,1,1,53,0,550000.0,False,True,False,False,2
2981,4235034.090452261,False,4,4,3,234,0,1800000.0,False,True,False,False,2
2982,894779.6666666666,True,3,1,2,84,0,631000.0,False,True,False,False,2
2983,876340.6047529706,True,4,2,0,124,0,1072000.0,False,True,False,False,0
2984,447179.76470588235,True,3,1,1,61,0,390000.0,False,True,False,False,2
2985,795671.4285714285,True,4,3,3,225,0,1200000.0,False,True,False,False,2
2986,1035568.0588235294,True,6,4,0,550,0,2100000.0,False,True,False,False,0
2987,1917213.725,True,3,1,2,87,20,585000.0,False,True,False,False,2
2988,352413.4482758621,True,3,1,2,67,0,314000.0,False,True,False,False,2
2989,520250.0,True,2,2,1,55,0,295000.0,False,True,False,False,1
2990,690600.0,True,3,1,2,155,0,730000.0,False,True,False,False,1
2991,876340.6047529706,True,3,1,2,90,0,500000.0,False,True,False,False,2
2992,583929.8409785932,True,3,1,2,86,0,670000.0,False,True,False,False,2
2993,599055.7475247525,True,3,1,2,101,0,590000.0,False,True,False,False,2
2994,1917213.725,True,2,1,1,79,0,360000.0,False,True,False,False,0
2995,575885.0574712644,True,3,1,1,75,0,299000.0,False,True,False,False,0
2996,583929.8409785932,True,2,1,1,90,20,270000.0,False,True,False,False,1
2997,365807.8947368421,True,2,1,1,63,0,450000.0,False,True,False,False,2
2998,876340.6047529706,True,4,4,3,218,0,2700000.0,False,True,False,False,2
2999,365807.8947368421,True,2,1,1,62,0,382000.0,False,True,False,False,2
3000,1917213.725,True,3,2,2,90,0,680000.0,False,True,False,False,2
3001,876340.6047529706,True,3,1,2,108,0,750000.0,False,True,False,False,2
3002,876340.6047529706,True,3,3,3,125,0,890000.0,False,True,False,False,2
3003,894779.6666666666,True,4,2,2,126,0,1300000.0,False,True,False,False,1
3004,448228.3333333333,False,2,0,1,45,0,240000.0,False,True,False,False,2
3005,365807.8947368421,True,4,1,2,135,65,490000.0,True,False,False,False,0
3006,268065.0,True,4,1,1,124,54,330000.0,False,True,False,False,1
3007,876340.6047529706,True,4,1,3,155,0,850000.0,False,True,False,False,2
3008,4235034.090452261,True,4,3,2,156,0,870000.0,False,True,False,False,2
3009,534571.1057692308,True,3,1,1,112,0,370000.0,False,True,False,False,1
3010,4235034.090452261,True,3,0,1,100,20,400000.0,False,True,False,False,2
3011,876340.6047529706,True,4,2,2,143,0,1400000.0,False,True,False,False,1
3012,795671.4285714285,True,4,3,3,214,46,1500000.0,False,True,False,False,2
3013,583929.8409785932,True,4,1,1,123,77,465000.0,False,True,False,False,1
3014,894779.6666666666,True,3,1,1,71,0,500000.0,False,True,False,False,2
3015,1917213.725,True,3,2,2,92,0,570000.0,False,True,False,False,2
3016,1917213.725,True,3,1,2,87,0,440000.0,False,True,False,False,2
3017,365807.8947368421,True,3,1,2,60,0,275000.0,False,True,False,False,2
3018,876340.6047529706,False,3,1,2,112,55,490000.0,False,True,False,False,2
3019,876340.6047529706,True,4,3,2,152,0,1541680.0,False,True,False,False,0
3020,876340.6047529706,True,3,1,2,82,73,570000.0,False,True,False,False,2
3021,876340.6047529706,True,3,1,2,131,0,540000.0,False,True,False,False,2
3022,352413.4482758621,True,2,1,1,52,0,335000.0,False,True,False,False,2
3023,506917.8622222222,True,3,1,2,108,0,780000.0,False,True,False,False,2
3024,506908.225,True,3,0,0,100,0,300000.0,False,True,False,False,0
3025,876340.6047529706,True,3,2,2,130,0,650000.0,False,True,False,False,2
3026,583929.8409785932,True,3,1,2,92,0,550000.0,False,True,False,False,2
3027,876340.6047529706,True,4,1,2,220,0,1250000.0,False,True,False,False,0
3028,583929.8409785932,True,3,0,1,75,0,325000.0,False,True,False,False,0
3029,690600.0,True,4,2,3,200,0,1800000.0,False,True,False,False,2
3030,4235034.090452261,True,4,2,3,243,0,820000.0,False,True,False,False,2
3031,258705.88235294117,True,3,1,1,57,0,199000.0,False,True,False,False,0
3032,583929.8409785932,True,3,1,1,68,0,416000.0,False,True,False,False,2
3033,1917213.725,True,3,1,1,110,0,400000.0,False,True,False,False,0
3034,416455.32515337423,True,3,1,1,61,0,434000.0,False,True,False,False,2
3035,808514.2307692308,True,3,3,2,121,0,845000.0,False,True,False,False,2
3036,583929.8409785932,True,3,1,1,78,0,400000.0,False,True,False,False,2
3037,748617.8699186991,True,2,0,1,68,0,350000.0,False,True,False,False,0
3038,4235034.090452261,True,4,4,3,204,0,1300000.0,False,True,False,False,2
3039,4235034.090452261,True,4,4,3,204,0,1300000.0,False,True,False,False,2
3040,599055.7475247525,True,2,1,1,53,0,400000.0,False,True,False,False,2
3041,1101363.6363636365,True,3,1,1,67,8,280000.0,False,True,False,False,2
3042,876340.6047529706,True,3,1,2,107,0,774800.0,False,True,False,False,0
3043,302850.0,True,3,1,2,72,0,275000.0,False,True,False,False,1
3044,571253.4155844155,True,2,1,1,70,0,330000.0,False,True,False,False,1
3045,876340.6047529706,True,4,4,3,155,0,1900000.0,False,True,False,False,1
3046,7561666.666666667,False,2,0,1,58,0,140000.0,False,True,False,False,0
3047,575885.0574712644,True,4,3,3,107,0,570000.0,False,True,False,False,2
3048,506917.8622222222,True,2,1,1,52,0,405500.0,False,True,False,False,2
3049,1917213.725,True,3,1,2,63,0,448000.0,False,True,False,False,2
3050,583929.8409785932,True,2,1,1,55,0,259000.0,False,True,False,False,2
3051,876340.6047529706,True,4,4,3,155,0,2250000.0,False,True,False,False,2
3052,416455.32515337423,True,2,1,1,59,0,370000.0,False,True,False,False,2
3053,4235034.090452261,True,3,1,1,72,0,340000.0,False,True,False,False,2
3054,876340.6047529706,True,2,1,1,57,0,475000.0,False,True,False,False,2
3055,258360.0,True,3,2,2,86,0,360000.0,True,False,False,False,0
3056,599055.7475247525,True,3,3,3,160,0,1100000.0,False,True,False,False,2
3057,876340.6047529706,True,3,2,2,90,0,590000.0,False,True,False,False,2
3058,876340.6047529706,True,2,1,1,73,0,250000.0,False,True,False,False,0
3059,352413.4482758621,True,2,1,0,55,0,350000.0,False,True,False,False,2
3060,876340.6047529706,True,3,1,1,63,0,397000.0,False,True,False,False,0
3061,447179.76470588235,True,3,1,1,68,0,310000.0,False,True,False,False,2
3062,894779.6666666666,True,4,3,2,147,0,1295000.0,False,True,False,False,2
3063,876340.6047529706,True,3,1,1,107,48,450000.0,False,True,False,False,2
3064,359527.77777777775,True,3,1,2,210,0,480000.0,True,False,False,False,0
3065,258705.88235294117,True,4,0,20,1855,0,1200000.0,True,False,False,False,0
3066,320000.0,True,3,1,1,70,20,320000.0,False,True,False,False,2
3067,583929.8409785932,True,2,1,1,65,30,370000.0,False,True,False,False,2
3068,416455.32515337423,True,3,1,1,64,0,392790.0,False,True,False,False,0
3069,365807.8947368421,True,3,1,1,60,0,275000.0,False,True,False,False,2
3070,876340.6047529706,True,7,2,2,258,133,940000.0,False,True,False,False,1
3071,506917.8622222222,True,2,1,1,50,0,345000.0,False,True,False,False,2
3072,447179.76470588235,True,3,1,2,61,0,420000.0,False,True,False,False,2
3073,506917.8622222222,True,2,1,1,52,0,313458.0,False,True,False,False,2
3074,876340.6047529706,True,3,0,1,83,0,380000.0,False,True,False,False,2
3075,599055.7475247525,True,4,2,2,113,0,820000.0,False,True,False,False,0
3076,506908.225,True,1,0,1,45,0,168000.0,False,True,False,False,0
3077,534571.1057692308,True,1,1,1,32,0,270000.0,False,True,False,False,2
3078,4235034.090452261,True,3,1,2,146,0,790000.0,False,True,False,False,2
3079,534571.1057692308,True,2,0,1,93,10,230000.0,False,True,False,False,0
3080,876340.6047529706,True,3,1,2,109,0,750000.0,False,True,False,False,2
3081,571253.4155844155,True,3,1,1,65,0,494000.0,False,True,False,False,2
3082,876340.6047529706,True,4,2,3,270,0,1750000.0,False,True,False,False,2
3083,571253.4155844155,True,3,1,1,115,0,450000.0,False,True,False,False,0
3084,583929.8409785932,True,3,1,0,60,0,331000.0,False,True,False,False,2
3085,575885.0574712644,True,2,1,1,73,0,400000.0,False,True,False,False,2
3086,876340.6047529706,True,4,2,3,150,0,980000.0,False,True,False,False,2
3087,4235034.090452261,True,3,1,1,70,0,430000.0,False,True,False,False,0
3088,690600.0,True,2,1,0,95,0,400000.0,False,True,False,False,1
3089,690600.0,True,3,1,1,110,0,250000.0,False,True,False,False,0
3090,876340.6047529706,True,4,4,0,172,0,1350000.0,False,True,False,False,2
3091,571253.4155844155,True,2,1,1,69,0,315000.0,False,True,False,False,1
3092,370000.0,False,2,1,1,58,0,370000.0,False,True,False,False,2
3093,416455.32515337423,True,5,2,2,234,0,550000.0,True,False,False,False,0
3094,571253.4155844155,True,4,2,3,210,0,945000.0,False,True,False,False,2
3095,808514.2307692308,True,2,1,0,57,0,400515.0,False,True,False,False,2
3096,4235034.090452261,True,4,2,3,180,0,1300000.0,False,True,False,False,2
3097,258705.88235294117,True,2,0,1,45,0,210000.0,False,True,False,False,0
3098,571253.4155844155,True,4,1,1,160,0,550000.0,False,True,False,False,0
3099,589000.0,True,3,2,2,142,0,478000.0,True,False,False,False,2
3100,690600.0,True,3,1,2,203,71,975000.0,False,True,False,False,0
3101,795671.4285714285,True,4,4,3,166,0,1144000.0,False,True,False,False,1
3102,1263136.32,True,1,0,1,37,0,260000.0,False,True,False,False,1
3103,876340.6047529706,True,2,1,1,55,0,360000.0,False,True,False,False,2
3104,876340.6047529706,True,3,1,2,100,0,699800.0,False,True,False,False,2
3105,416455.32515337423,True,3,2,1,72,0,430000.0,False,True,False,False,0
3106,876340.6047529706,True,1,0,1,23,0,190000.0,False,True,False,False,1
3107,365807.8947368421,True,2,1,1,62,0,383000.0,False,True,False,False,2
3108,894779.6666666666,True,4,4,4,161,0,950000.0,False,True,False,False,1
3109,1263136.32,True,4,1,2,220,0,950000.0,False,True,False,False,0
3110,1233013.5357142857,True,4,2,2,149,0,1000000.0,False,True,False,False,2
3111,876340.6047529706,True,4,4,3,170,0,1150000.0,False,True,False,False,2
3112,1917213.725,True,3,0,1,80,0,270000.0,False,True,False,False,0
3113,876340.6047529706,True,3,3,2,245,0,980000.0,False,True,False,False,2
3114,302850.0,True,2,1,1,56,0,255000.0,False,True,False,False,2
3115,4235034.090452261,True,4,4,3,205,0,1200000.0,False,True,False,False,2
3116,268065.0,True,3,0,1,76,0,185000.0,False,True,False,False,1
3117,876340.6047529706,True,2,1,1,45,0,370000.0,False,True,False,False,2
3118,599055.7475247525,True,3,2,2,81,0,591000.0,False,True,False,False,2
3119,583929.8409785932,True,3,1,2,105,0,830000.0,False,True,False,False,2
3120,876340.6047529706,True,4,3,3,153,0,1400000.0,False,True,False,False,2
3121,876340.6047529706,True,1,0,0,30,0,260000.0,False,True,False,False,2
3122,534571.1057692308,True,3,1,2,101,0,410000.0,False,True,False,False,1
3123,534571.1057692308,True,3,1,1,130,0,480000.0,False,True,False,False,0
3124,876340.6047529706,True,4,2,2,160,0,750000.0,False,True,False,False,0
3125,894779.6666666666,True,3,1,2,118,0,1300000.0,False,True,False,False,2
3126,599055.7475247525,True,3,3,3,155,0,1200000.0,False,True,False,False,2
3127,876340.6047529706,True,3,1,2,106,0,570000.0,False,True,False,False,2
3128,876340.6047529706,True,3,1,2,119,0,680000.0,False,True,False,False,2
3129,876340.6047529706,True,4,1,2,200,147,1200000.0,False,True,False,False,0
3130,795671.4285714285,True,4,2,3,142,0,800000.0,False,True,False,False,2
3131,876340.6047529706,True,3,0,1,118,0,500000.0,False,True,False,False,0
3132,876340.6047529706,True,2,1,1,52,0,360000.0,False,True,False,False,2
3133,876340.6047529706,True,1,0,1,33,0,200000.0,False,True,False,False,1
3134,808514.2307692308,True,1,1,1,70,0,375000.0,False,True,False,False,0
3135,268065.0,True,2,0,1,58,0,260000.0,False,True,False,False,0
3136,583929.8409785932,True,4,2,2,111,0,635000.0,False,True,False,False,2
3137,748617.8699186991,True,3,1,1,76,0,410000.0,False,True,False,False,2
3138,795671.4285714285,True,4,2,3,152,0,1100000.0,False,True,False,False,2
3139,506917.8622222222,True,3,1,1,60,0,330000.0,False,True,False,False,2
3140,876340.6047529706,True,3,1,0,65,10,453600.0,False,True,False,False,2
3141,4235034.090452261,True,3,1,1,68,0,475000.0,False,True,False,False,2
3142,876340.6047529706,True,1,0,1,58,0,706200.0,False,True,False,False,2
3143,571253.4155844155,True,3,1,1,126,0,500000.0,False,True,False,False,1
3144,795671.4285714285,True,4,3,3,155,0,1300000.0,False,True,False,False,2
3145,583929.8409785932,True,4,2,2,190,60,1200000.0,False,True,False,False,1
3146,876340.6047529706,True,3,1,1,150,0,270000.0,False,True,False,False,1
3147,748617.8699186991,True,4,2,2,180,0,930000.0,False,True,False,False,2
3148,876340.6047529706,True,1,0,1,40,0,290000.0,False,True,False,False,0
3149,1035568.0588235294,True,4,4,3,200,0,1290000.0,False,True,False,False,2
3150,506917.8622222222,True,3,1,1,66,0,417000.0,False,True,False,False,2
3151,583929.8409785932,True,2,1,1,49,0,310000.0,False,True,False,False,2
3152,506908.225,True,3,0,1,110,0,320000.0,False,True,False,False,0
3153,1233013.5357142857,True,4,2,2,140,0,956000.0,False,True,False,False,2
3154,251666.66666666666,True,3,1,2,58,0,355000.0,False,True,False,False,2
3155,448228.3333333333,True,3,1,1,63,0,330000.0,False,True,False,False,2
3156,876340.6047529706,True,3,0,0,120,0,780000.0,False,True,False,False,2
3157,876340.6047529706,True,4,4,3,187,0,2950000.0,False,True,False,False,0
3158,1035568.0588235294,True,3,1,2,82,28,475000.0,False,True,False,False,2
3159,506917.8622222222,True,1,1,2,61,0,360000.0,False,True,False,False,2
3160,583929.8409785932,True,3,1,1,75,0,400000.0,False,True,False,False,0
3161,876340.6047529706,True,4,2,3,158,0,1200000.0,False,True,False,False,0
3162,583929.8409785932,True,3,1,1,74,0,390000.0,False,True,False,False,2
3163,876340.6047529706,True,2,0,1,58,0,350000.0,False,True,False,False,2
3164,506917.8622222222,True,3,1,1,71,0,400000.0,False,True,False,False,2
3165,487251.76470588235,True,2,1,1,44,0,342900.0,False,True,False,False,2
3166,690600.0,True,3,1,2,178,0,740000.0,False,True,False,False,2
3167,876340.6047529706,True,3,1,2,86,0,618000.0,False,True,False,False,2
3168,448228.3333333333,True,3,1,1,68,0,295000.0,False,True,False,False,2
3169,876340.6047529706,True,2,1,1,63,0,420000.0,False,True,False,False,2
3170,352413.4482758621,True,2,1,1,55,0,290000.0,False,True,False,False,2
3171,448228.3333333333,True,3,1,1,72,0,315000.0,False,True,False,False,0
3172,894779.6666666666,True,3,1,2,180,210,1150000.0,True,False,False,False,1
3173,683750.0,False,7,2,4,240,252,1900000.0,True,False,False,False,0
3174,876340.6047529706,True,2,1,1,62,28,350000.0,False,True,False,False,0
3175,571253.4155844155,True,3,2,2,118,0,720000.0,False,True,False,False,2
3176,583929.8409785932,True,3,1,2,60,0,454231.0,False,True,False,False,2
3177,583929.8409785932,True,3,1,2,79,30,485000.0,False,True,False,False,2
3178,4235034.090452261,True,4,3,3,154,0,850000.0,False,True,False,False,2
3179,487251.76470588235,True,3,1,1,64,12,370000.0,False,True,False,False,2
3180,876340.6047529706,True,4,4,4,278,0,3450000.0,False,True,False,False,2
3181,4235034.090452261,True,4,3,2,192,0,1050000.0,False,True,False,False,2
3182,876340.6047529706,True,3,1,2,100,0,750000.0,False,True,False,False,0
3183,534571.1057692308,True,3,1,2,107,0,420000.0,False,True,False,False,2
3184,506917.8622222222,True,3,1,2,77,0,535000.0,False,True,False,False,2
3185,876340.6047529706,True,3,1,2,85,0,450000.0,False,True,False,False,2
3186,487251.76470588235,True,2,1,1,55,10,350000.0,False,True,False,False,1
3187,795671.4285714285,True,3,1,1,60,0,340000.0,False,True,False,False,2
3188,748617.8699186991,True,2,0,1,70,0,360000.0,False,True,False,False,1
3189,876340.6047529706,False,4,1,2,164,0,600000.0,False,True,False,False,1
3190,583929.8409785932,True,2,1,1,48,0,340000.0,False,True,False,False,2
3191,876340.6047529706,True,3,1,1,137,41,600000.0,False,True,False,False,2
3192,876340.6047529706,True,4,1,2,146,0,600000.0,False,True,False,False,0
3193,876340.6047529706,True,2,0,1,46,0,210000.0,False,True,False,False,0
3194,4235034.090452261,True,4,3,2,175,0,900000.0,False,True,False,False,2
3195,296056.4166666667,True,4,1,2,300,882,1120000.0,True,False,False,False,2
3196,506917.8622222222,True,3,1,1,72,0,410000.0,False,True,False,False,2
3197,1917213.725,True,3,1,1,60,0,335000.0,False,True,False,False,2
3198,760500.0,True,3,1,8,200,160,970000.0,True,False,False,False,0
3199,894779.6666666666,True,4,3,0,157,0,1541680.0,False,True,False,False,2
3200,876340.6047529706,True,3,1,1,151,84,840000.0,False,True,False,False,1
3201,876340.6047529706,True,4,4,3,155,0,2650000.0,False,True,False,False,2
3202,506917.8622222222,True,3,1,1,71,0,501449.0,False,True,False,False,2
3203,4235034.090452261,True,4,4,3,495,0,3000000.0,False,True,False,False,2
3204,1917213.725,True,3,1,2,89,0,600000.0,False,True,False,False,2
3205,1263136.32,True,5,2,2,250,0,830000.0,False,True,False,False,1
3206,795671.4285714285,True,3,1,1,59,0,380000.0,False,True,False,False,2
3207,876340.6047529706,True,2,0,1,75,0,300000.0,False,True,False,False,0
3208,876340.6047529706,False,2,0,1,70,60,275000.0,False,True,False,False,2
3209,876340.6047529706,False,3,0,1,84,0,225000.0,False,True,False,False,2
3210,447179.76470588235,True,2,1,1,55,0,409100.0,False,True,False,False,2
3211,1263136.32,True,4,4,3,208,0,2300000.0,False,True,False,False,2
3212,583929.8409785932,True,3,1,2,79,0,472000.0,False,True,False,False,2
3213,4235034.090452261,True,5,4,5,296,0,3200000.0,False,True,False,False,2
3214,1263136.32,True,3,1,2,115,0,650000.0,False,True,False,False,2
3215,4235034.090452261,True,3,1,3,200,0,1100000.0,False,True,False,False,2
3216,365807.8947368421,True,2,1,1,61,0,439000.0,False,True,False,False,2
3217,876340.6047529706,True,4,2,2,182,0,750000.0,False,True,False,False,2
3218,583929.8409785932,True,3,2,2,90,0,690000.0,False,True,False,False,2
3219,571253.4155844155,True,3,1,2,188,52,650000.0,False,True,False,False,2
3220,748617.8699186991,True,3,2,3,241,0,1700000.0,False,True,False,False,2
3221,4235034.090452261,False,4,4,3,205,0,1400000.0,False,True,False,False,0
3222,599055.7475247525,True,3,1,2,101,0,560000.0,False,True,False,False,0
3223,876340.6047529706,False,3,1,2,132,84,600000.0,False,True,False,False,2
3224,748617.8699186991,True,1,0,1,38,0,195000.0,False,True,False,False,1
3225,448228.3333333333,True,2,0,1,85,29,250000.0,False,True,False,False,1
3226,748617.8699186991,False,4,4,3,270,0,850000.0,False,True,False,False,2
3227,876340.6047529706,True,2,1,1,53,10,380000.0,False,True,False,False,2
3228,575885.0574712644,True,3,1,1,82,0,280000.0,False,True,False,False,1
3229,876340.6047529706,True,3,1,2,89,0,480000.0,False,True,False,False,2
3230,876340.6047529706,True,3,3,3,220,0,1500000.0,False,True,False,False,1
3231,876340.6047529706,True,4,4,3,170,0,865000.0,False,True,False,False,2
3232,876340.6047529706,True,3,1,2,99,51,680000.0,False,True,False,False,2
3233,583929.8409785932,True,2,1,1,75,0,420000.0,False,True,False,False,2
3234,876340.6047529706,True,2,1,1,47,0,328400.0,False,True,False,False,2
3235,599055.7475247525,True,3,0,2,58,0,580000.0,False,True,False,False,2
3236,1263136.32,True,5,5,4,312,0,3000000.0,False,True,False,False,2
3237,1263136.32,True,1,0,1,29,0,254200.0,False,True,False,False,1
3238,575885.0574712644,True,4,4,3,190,0,1900000.0,False,True,False,False,1
3239,599055.7475247525,True,3,1,2,103,0,695000.0,False,True,False,False,2
3240,876340.6047529706,True,2,0,1,83,0,330000.0,False,True,False,False,0
3241,448228.3333333333,True,1,1,0,44,0,190000.0,False,True,False,False,0
3242,876340.6047529706,True,3,1,2,100,68,560000.0,False,True,False,False,1
3243,876340.6047529706,True,3,1,2,102,0,750000.0,False,True,False,False,0
3244,876340.6047529706,True,3,1,2,93,0,630000.0,False,True,False,False,2
3245,876340.6047529706,True,4,3,2,136,62,850000.0,False,True,False,False,0
3246,894779.6666666666,True,5,2,4,1000,500,3500000.0,True,False,False,False,1
3247,268065.0,True,3,0,1,69,4,270000.0,True,False,False,False,1
3248,583929.8409785932,True,2,2,2,147,135,1300000.0,True,False,False,False,1
3249,506917.8622222222,True,3,1,2,77,0,510000.0,False,True,False,False,0
3250,876340.6047529706,False,2,1,1,48,7,265000.0,False,True,False,False,2
3251,487251.76470588235,True,3,3,3,125,0,790000.0,False,True,False,False,2
3252,690600.0,True,1,0,1,33,0,260000.0,False,True,False,False,1
3253,268065.0,True,3,2,2,86,0,360000.0,True,False,False,False,0
3254,1263136.32,True,4,4,7,335,0,2000000.0,False,True,False,False,1
3255,506917.8622222222,True,3,1,2,77,0,450000.0,False,True,False,False,2
3256,583929.8409785932,True,4,4,3,207,0,1100000.0,False,True,False,False,2
3257,876340.6047529706,False,3,1,1,87,0,470000.0,False,True,False,False,2
3258,876340.6047529706,False,2,1,1,72,0,570000.0,False,True,False,False,2
3259,571253.4155844155,True,1,1,1,52,0,255000.0,False,True,False,False,2
3260,583929.8409785932,True,2,1,1,44,0,364000.0,False,True,False,False,2
3261,365807.8947368421,True,3,1,1,60,0,249000.0,False,True,False,False,0
